"OCLC #", "Title", "Author", "Language", "Item type", "Publication", "Publisher", "Database", "Notes", "Added date"
"38976168","Our riches in Christ : discovering the believer's inheritance in Ephesians","Ray C Stedman; Jim Denney","English","book_printbook","","Grand Rapids, Mich. : Discovery House Publishers, ©1998.","","","2019-12-02 12:05"
"39051156","What the Bible is all about for young explorers : based on the best-selling classic by Henrietta Mears","Frances Blankenbaker; Henrietta C Mears","English","book_printbook","","Ventura, CA : Gospel Light Publications, 1998. ©1998","","","2019-12-02 12:04"
"56671927","The way to wholeness : studies in Leviticus","Ray C Stedman","English","book_printbook","","Grand Rapids, Mich. : Discovery House Publishers, ©2005.","","","2019-12-02 12:04"
"20077597","The beginnings","Ray C Stedman","English","book_printbook","","Waco, Tex. : Word Books, 1981.","","","2019-12-02 12:04"
"1055441454","Understanding man","Ray C Stedman","English","book_printbook","","Waco, Tex. : Word Books, 1976, ©1975.","","","2019-12-02 12:04"
"809669831","Lessons from a sheep dog","W  Phillip Keller","English","book_digital","","Nashville, Tenn. : W Pub. Group, ©2002.","","","2019-12-02 12:02"
"40444141","Spiritual warfare : winning the daily battle with Satan","Ray C Stedman","English","book_printbook","","Grand Rapids, Mich. : Discovery House Publishers, ©1999.","","","2019-12-02 12:02"
"48170681","The servant who rules","Ray C Stedman; Jim Denney","English","book_printbook","","Grand Rapids, MI : Discovery House Publishers ; Uhrichsville, Ohio : Distributed to the trade by Barbour Pub., ©2002.","","","2019-12-02 12:02"
"928112746","The parables : understanding what Jesus meant","Gary Inrig","English","book_largeprint","","Grand Rapids, MI : Discovery House, 2015. ©1991","","","2019-12-02 12:01"
"53183338","Portrait of integrity : the life of Ray C. Stedman","Mark S Mitchell","English","book_printbook","","Grand Rapids, MI : Discovery House Publishers, ©2004.","","","2019-12-02 12:01"
"48871620","Jacob, the fools God chooses","David Roper","English","book_printbook","","Grand Rapids, MI : Discovery House, ©2002.","","","2019-12-02 12:00"
"606114052","Out of the ordinary : God's hand at work in everyday lives","David Roper","English","book_digital","","Grand Rapids, Mich. : Discovery House Publishers, ©2003.","","","2019-12-02 01:19"
"64453350","Seeing God : meet God in the unexpected","David Roper","English","book_printbook","","Grand Rapids, Mich. : Discovery House, ©2006.","","","2019-12-02 01:17"
"30026724","Psalm 23 : the song of a passionate heart : hope and rest from the shepherd","David Roper","English","book_printbook","","Grand Rapids, MI : Discovery House, ©1994.","","","2019-12-02 01:17"
"995259","When all else fails ... read the directions : considering God's plan for a living church","Bob Smith","English","book_printbook","","Waco, Tex. : Word Books, ©1974.","","","2019-12-02 01:16"
"1100193039","Basics of Bible interpretation","Bob Smith","English","book_printbook","","Waco, Tex. : Word Books, 1979, 1978.","","","2019-12-02 01:16"
"43728925","Growing slowly wise.","David Roper","English","book_printbook","","Grand Rapids, MI : Discovery House Publishers ; Uhrichsville, Ohio : Barbour Pub. [distributor], [©2000]","","","2019-12-02 01:16"
"2043734","The joy of discovery in Bible study","Oletta Wald","English","book_printbook","","Minneapolis : Augsburg Pub. House, ©1975.","","","2019-12-02 01:14"
"37322681","Free at last!","Ron R Ritchie","English","book_printbook","","Mountain View, CA : Sentinel Press, ©1995.","","","2019-12-02 01:14"
"475584845","Time and eternity : and other biblical studies","Arthur C Custance","English","book_printbook","","Grand Rapids : Zondervan, 1977","","","2019-12-02 01:13"
"7152309","Indexes of The doorway papers","Arthur C Custance","English","book_printbook","","Grand Rapids : Zondervan Pub. House, 1980.","","","2019-12-02 01:13"
"727944065","Science and faith : volume 8 ; the doorway papers","Arthur C Custance","English","book_printbook","","Grand Rapids : Zondervan Pub. House, ©1978.","","","2019-12-02 01:12"
"4957516","The flood : local or global?","Arthur C Custance","English","book_printbook","","Grand Rapids : Zondervan Pub. House, ©1979.","","","2019-12-02 01:12"
"1035988987","Virgin birth and the Incarnation (The).","Arthur C Custance","English","book_printbook","","Brockville : Doorway Publications, 1989.","","","2019-12-02 01:11"
"313510587","Man and Adam in Christ","Arthur C Custance","English","book_printbook","","Grand Rapids, Mich. : Zondervan Publ. House, 1979.","","","2019-12-02 01:10"
"65244336","Evolution or creation?","Arthur C Custance","English","book_printbook","","Grand Rapids, Michigan : Zondervan, 1981.","","","2019-12-02 01:10"
"3168581","Hidden things of God's revelation","Arthur C Custance","English","book_printbook","","Grand Rapids : Zondervan Pub. House, ©1977.","","","2019-12-02 01:10"
"1057742360","Noah's three sons : human history in three dimensions","Arthur C Custance","English","book_printbook","","Grand Rapids : Zondervan Pub. House, 1978, ©1975.","","","2019-12-02 01:09"
"1528230","Genesis and early man","Arthur C Custance","English","book_printbook","","Grand Rapids : Zondervan Publishing House of the Zondervan Corporation, [1975] ©1975","","","2019-12-02 01:09"
"1057739559","Folk Psalms of faith","Ray C Stedman","English","book_printbook","","Glendale, Calif. : G/L Regal Books, 1974, ©1973.","","","2019-12-02 01:08"
"1035594327","Highlights of the Bible : poets and prophets","Ray C Stedman","English","book_digital","","Ventura, Calif. : Regal Books, ©1981.","","","2019-12-02 01:07"
"1029010860","Death of a nation","Ray C Stedman","English","book_digital","","Waco, Tex. : Word Books, ©1976.","","","2019-12-02 01:06"
"33092829","Jesus teaches on prayer","Ray C Stedman","English","book_printbook","","Waco, Tex. : Word Books, 1978, ©1975.","","","2019-12-02 01:06"
"31312822","Secrets of the spirit","Ray C Stedman","English","book_printbook","","Waco, TX : Word Books, 1977, ©1975.","","","2019-12-02 01:06"
"4573597","The queen and I : studies in Esther","Ray C Stedman","English","book_printbook","","Waco, Tex. : Word, 1977.","","","2019-12-02 01:05"
"839389202","On the way to the future : Daniel's visions and the believer's hope","Ray C Stedman","English","book_printbook","","Grand Rapids : Discovery House Publishers, [2014]","","","2019-12-02 01:05"
"50106342","The epistles of John : an introduction and commentary","John R  W Stott","English","book_printbook","","Grand Rapids, Mich. : Eerdmans, 2002.","","","2019-12-02 01:03"
"176880443","God's unfinished book : adventuring through the book of Acts","Ray C Stedman","English","book_printbook","","Grand Rapids, Mich. : Discovery House Publishers, ©2008.","","","2019-12-02 01:03"
"858355403","Talking with my father : Jesus teaches on prayer","Ray C Stedman","English","book_largeprint","","Grand Rapids, MI : Discovery House Publishers, [2014] ©1997","","","2019-12-02 01:02"
"2201943","Behind history","Ray C Stedman","English","book_printbook","","Waco, Tex. : Word Books, ©1976.","","","2019-12-02 01:02"
"1004552478","What On Earth Is Happening : What Jesus Said About The End of the Age.","Ray Stedman","English","book_printbook","","Grand Rapids, MI : RBC Ministries, 2003.","","","2019-12-02 01:01"
"48170683","The ruler who serves","Ray C Stedman; Jim Denney","English","book_printbook","","Grand Rapids, MI : Discovery House Publishers ; Uhrichsville, Ohio : Distributed to the trade exclusively by Barbour Pub., ©2002.","","","2019-12-02 01:01"
"1059774562","Authentic Christianity : trading religion & rules for true faith","Ray C Stedman","English","book_printbook","","Grand Rapids, MI : Discovery House Publishers, [2018] ©1996","","","2019-12-02 01:01"
"981119497","The Gospel according to Jesus","John MacArthur; Tom Casaletto; Zondervan Publishing House (Grand Rapids, Mich.),; Brilliance Audio (Firm),","English","audiobook_cd","","[Grand Rapids, Michigan] : Zondervan, [Grand Haven, Michigan] : Distributed by Brilliance Audio [2017] ℗2009","","","2019-12-02 01:00"
"953199873","1 and 2 Peter : courage in times of trouble","John MacArthur","English","book_digital","","Nashville : Thomas Nelson, 2016.","","","2019-12-02 00:59"
"999667568","Hebrews MacArthur New Testament Commentary.","John MacArthur","English","book_digital","","Chicago : Moody Publishers, 1983.","","","2019-12-02 00:59"
"76786691","Let God be God : life-changing truths from the book of Job","Ray C Stedman; Jim Denney","English","book_printbook","","Grand Rapids, Mich. : Discovery House, ©2007.","","","2019-12-02 00:58"
"949755857","Ephesians : our immeasurable blessings in Christ","John MacArthur","English","book_printbook","","Nashville : Thomas Nelson, [2016]","","","2019-12-02 00:58"
"830019646","Final destiny : the future reign of the servant kings","Joseph C Dillow; Joseph Dillow","English","book_printbook","","Monument, Colo. : Paniym Group, 2012.","","","2019-12-02 00:57"
"850906160","Evangelism and the sovereignty of God","J  I Packer","English","book_digital","","Downers Grove, Ill. : IVP Books, [2012]","","","2019-12-02 00:56"
"31810144","The Power of prayer in a believer's life","C  H Spurgeon; Robert Hall","English","book_printbook","","Lynnwood, WA : Emerald Books, ©1993.","","","2019-12-02 00:56"
"31328134","Spiritual warfare in a believer's life","C  H Spurgeon; Robert Hall","English","book_printbook","","Lynnwood, Wash. : Emerald Books, ©1993.","","","2019-12-02 00:56"
"929987955","What's so amazing about grace?","Philip Yancey","English","book_printbook","","Grand Rapids, Mich. : Zondervan, [2011], ©1997.","","","2019-12-02 00:46"
"916577850","Reaching for the invisible god : what can we expect to find?","Philip Yancey","English","book_digital","","Grand Rapids, Mich. : Zondervan, 2009.","","","2019-12-02 00:46"
"1051990176","Disappointment with God : Three Questions No One Asks Aloud","Philip Yancey","English","book_digital","","Grand Rapids : Zondervan, 2015.","","","2019-12-02 00:45"
"465403574","The works of Josephus : complete and unabridged","Flavius Josephus; William Whiston","English","book_printbook","","Peabody, MA : Hendrickson Publishers, [2008], ©1987.","","","2019-12-02 00:44"
"922081591","Simply good news : why the gospel is news and what makes it good","N  T Wright","English","book_printbook","","New York : HarperOne, an imprint of HarperCollinsPublishers, 2017. ©2015","","","2019-12-02 00:44"
"440559215","The Jesus I never knew","Philip Yancey","English","book_digital","","Grand Rapids, Mich. : Zondervan, [2008], ©1995.","","","2019-12-02 00:44"
"1002233934","Christ alone : the uniqueness of Jesus as savior : what the Reformer's taught ... and why it still matters","Stephen J Wellum","English","book_printbook","","Grand Rapids, MI Zondervan, HarperCollins Publishers [2017] © 2017","","","2019-12-02 00:43"
"992480710","Grace alone : salvation as a gift of God : what the reformers taught ... and why it still matters","Carl R Trueman","English","book_printbook","","Grand Rapids, MI Zondervan [2017] © 2017","","","2019-12-02 00:41"
"1120832055","John Wesley","C  E Vulliamy","English","book_printbook","","London : Bles , 1931.","","","2019-12-02 00:41"
"11251441","[The quest for new being]","Paul Tillich","English","audiobook_cassette","","Richmond, Va. : Union Theological Seminary in Virginia, 1984.","","","2019-12-02 00:40"
"487829995","Morality and Beyond","Paul Tillich","English","book_printbook","","Louisville, Ky : Westminster/john knox Press, u.s., 1999","","","2019-12-02 00:40"
"1120055923","Instruments in the Redeemer's hands : people in need of change helping people in need of change","Paul David Tripp","English","book_digital","","Phillipsburg, New Jersey : P&R Publishing, [2002]","","","2019-12-02 00:40"
"17220396","The shaking of the foundation","Paul Tillich","English","book_printbook","","New York : Charles Scribner's Sons, 1955, ©1948.","","","2019-12-02 00:38"
"1089193242","The case for Christ","Lee Strobel; Jane Vogel; Richard Fredricks","English","audiobook_cd","","[Grand Rapids, Michigan] : Zondervan, [2017]","","","2019-12-02 00:37"
"918315290","The Protestant era","Paul Tillich; James Luther Adams","English","book_printbook","","Chicago : Univ. of Chicago Press, [19]77.","","","2019-12-02 00:37"
"899096817","Theology of culture","Paul Tillich; Robert C Kimball","English","book_printbook","","New York [etc .] : Oxford University Press, 1964 [=1965]","","","2019-12-02 00:37"
"263071897","The Spirit, the church, and the world : the message of Acts","John R  W Stott","English","book_printbook","","Downers Grove, Ill. : InterVarsity Press, ©1990.","","","2019-12-02 00:36"
"908073399","Formed for the Glory of God : Learning from the Spiritual Practices of Jonathan Edwards.","Kyle C Strobel","English","book_digital","","Westmont : InterVarsity Press, 2013.","","","2019-12-02 00:36"
"1035136457","The case for faith : a journalist investigates the toughest objections to Christianity","Lee Strobel","English","book_printbook","","Grand Rapids, Michigan : Zondervan/Willow","","","2019-12-02 00:36"
"888462918","Through the Bible through the year : daily reflections from Genesis to Revelation","John R  W Stott","English","book_printbook","","Oxford : Monarch Books, 2014.","","","2019-12-02 00:34"
"703153013","The Cross of Christ","John R  W Stott","English","book_printbook","","Downers Grove, Ill. : IVP Books, ©2006.","","","2019-12-02 00:34"
"1115006086","The hole in our gospel","Richard Stearns","English","book_printbook","","[Nashville, Tennessee] : Thomas Nelson Incorporated, 2019.","","","2019-12-02 00:33"
"1089561843","BASIC CHRISTIANITY.","JOHN STOTT","English","book_printbook","","[S.l.] : INTERVARSITY PRESS, 2019.","","","2019-12-02 00:33"
"917219727","Guard the Gospel : the message of 2 Timothy","John Robert Walmsley Stott","English","book_printbook","","London : Intervarsity Press, 1974.","","","2019-12-02 00:33"
"877895373","Liberating the gospels : reading the bible with jewish eyes","John Shelby Spong","English","book_digital","","[Place of publication not identified] : HarperCollins e-Books, 2014.","","","2019-12-02 00:32"
"911196191","The Holiness of God","R  C Sproul","English","book_digital","","Carol Stream, Ill. : Tyndale House Publishers, Incorporated, 2013.","","","2019-12-02 00:32"
"769128","Major plays and the Sonnets,","William Shakespeare; G  B Harrison","English","book_printbook","","New York, Harcourt, Brace & World [1958, ©1948]","","","2019-12-02 00:31"
"46617740","The creator and the cosmos : how the greatest scientific discoveries of the century reveal God","Hugh Ross","English","book_printbook","","Colorado Springs, Colo. : NavPress, 2001.","","","2019-12-02 00:30"
"1013189922","Improbable planet : how Earth became humanity's home","Hugh Ross","English","book_printbook","","Grand Rapids, Michigan : Baker Books, 2017.","","","2019-12-02 00:30"
"953177937","Faith alone-- the doctrine of justification : what the reformers taught ... and why it still matters","Thomas R Schreiner","English","book_digital","","Grand Rapids, Michigan : Zondervan, [2015] ©2015","","","2019-12-02 00:30"
"869552611","Radical together : unleashing the people of god for the purpose of god","David Platt","English","book_digital","","Colorado Springs, Colo. : Multnomah Books, 2013.","","","2019-12-02 00:29"
"1122932510","The fountainhead","Ayn Rand; Leonard Peikoff","English","book_printbook","","New York, NY : New American Library, 2019.","","","2019-12-02 00:29"
"740450754","Stepping up : a call to courageous manhood","Dennis Rainey","English","book_printbook","","Little Rock, Ark. : FamilyLife, ©2011.","","","2019-12-02 00:29"
"1021056180","Biblical theology : how the church faithfully teaches the Gospel","Nick Roark","English","book_printbook","","Wheaton, Illinois : Crossway, [2018]","","","2019-12-02 00:29"
"1004251317","Desiring God : meditations of a Christian hedonist","John Piper","English","book_printbook","","Colorado Springs, Colorado : Multnomah Books, 2017. ©2011","","","2019-12-02 00:28"
"56608968","Life as a vapor","John Piper","English","book_printbook","","Sisters, Or. : Multnomah Pub., ©2004.","","","2019-12-02 00:28"
"1055564418","Astonished by God : ten truths to turn the world upside down","John Piper","English","book_printbook","","Minneapolis, MN : Desiring God, ©2018.","","","2019-12-02 00:28"
"1076544479","The Passion of Jesus Christ : fifty reasons why He came to die","John Piper","English","audiobook_digital","","Wheaton, Ill. : Crossway Books, ©2004.","","","2019-12-02 00:28"
"1078669163","Metamorphoses","Publius Ovidius Naso; Rolfe Humphries; J  D Reed","English","book_printbook","","Bloomington, Indiana, USA Indiana University Press [2018] © 2018","","","2019-12-02 00:27"
"951541696","Knowing God","J  I Packer","English","book_printbook","","London : Hodder & Stoughton, 2013.","","","2019-12-02 00:27"
"754734023","The origin of intelligence in the child","Jean Piaget; Margaret Cook","English","book_printbook","","New York, NY : Routledge, 2011.","","","2019-12-02 00:27"
"1028956284","On the Nature of the Universe.","Lucretius.; William Ellery Leonard","English","book_digital","","Stilwell : Neeland Media LLC, 2015.","","","2019-12-02 00:26"
"964660480","The gospel : how the church portrays the beauty of Christ","Raymond C Ortlund; Bob Souer","English","audiobook_digital","","[Escondido] : christianaudio, 2016.","","","2019-12-02 00:26"
"746883461","The Irony of American History.","Reinhold Niebuhr.","English","book_digital","","University of Chicago Press 2010.","","","2019-12-02 00:25"
"810044494","The children of light and the children of darkness : a vindication of democracy and a critique of its traditional defense","Reinhold Niebuhr;","English","book_printbook","","Chicago : The University of Chicago Press, 2011","","","2019-12-02 00:25"
"493685575","The kingdom of God in America","Helmut Richard Niebuhr","English","book_printbook","","Middletown (Conn.) : Wesleyan University Press, 1988.","","","2019-12-02 00:25"
"752068243","Church membership : how the world knows who represents Jesus","Jonathan Leeman","English","book_printbook","","Wheaton, Ill. : Crossway, ©2012.","","","2019-12-02 00:24"
"1002091675","31 Days of Praise","Warren Myers; Overdrive Inc.","English","book_digital","","[Place of publication not identified] : The Doubleday Religious Publishing Group, 2009.","","","2019-12-02 00:23"
"926778238","Making sense of it all : Pascal and the meaning of life","Thomas V Morris","English","book_printbook","","Grand Rapids, Mich. : William B. Eerdmans, 1992 (2002 printing)","","","2019-12-02 00:23"
"148839333","Luke : historian and theologian","I  Howard Marshall; Howard I Marshall","English","book_printbook","","Waynesboro, Ga. ; Milton Keynes, UK : Paternoster, 2006.","","","2019-12-02 00:22"
"299241930","Works of love","Søren Kierkegaard; Howard V Hong; Edna H Hong; George Pattison","English","book_printbook","","New York, New York : HarperPerennial, ModernThought, 2009.","","","2019-12-02 00:21"
"810506437","Three treatises","Martin Luther","English","book_printbook","","Philadelphia : Fortress Press, 1986, ©1970.","","","2019-12-02 00:21"
"1100689008","UnChristian : What a New Generation Really Thinks about Christianity ... and Why It Matters","David Kinnaman; Gabe Lyons","English","book_digital","","Ada : BakerBooks, 2012.","","","2019-12-02 00:20"
"750890363","Miracles : a preliminary study","C  S Lewis","English","book_printbook","","New York : HarperOne, 2001.","","","2019-12-02 00:20"
"895447225","Christian discourses ;","Søren Kierkegaard; Howard V Hong; Edna H Hong","English","book_printbook","","Princeton, N.J. : Princeton University Press, 1997.","","","2019-12-02 00:19"
"873841048","Philosophical fragments","Søren Kierkegaard","English","book_printbook","","United States : CreateSpace, 2013.","","","2019-12-02 00:19"
"864781929","Fear and trembling : and, the sickness unto death","Søren Kierkegaard; Walter Lowrie; Gordon Daniel Marino;","English","book_printbook","","Princeton, N.J. : Princeton University Press, 2013","","","2019-12-02 00:19"
"237123593","Edifying discourses.","Søren Kierkegaard","English","book_printbook","","Minneapolis, Augsburg Pub. House 1943-46.","","","2019-12-02 00:18"
"233637331","Kierkegaard's Attack upon ""Christendom"" : 1854-1855. Translated, with an introduction, by Walter Lowrie.","Søren Kierkegaard; Walter Lowrie","English","book_printbook","","Princeton, N.J. : Princeton University Press, [1972](1968)","","","2019-12-02 00:18"
"642282504","The writings of the New Testament : an interpretation","Luke Timothy Johnson","English","book_printbook","","London : SCM Press, 2010.","","","2019-12-02 00:17"
"768123821","Purity of heart is to will one thing : spiritual preparation for the office of confession","Søren Kierkegaard; Douglas V Steere","English","book_digital","","[Place of publication not identified] : HarperCollins e-books, 2010.","","","2019-12-02 00:17"
"473936604","The journals of Kierkegaard","Søren Kierkegaard; Alexander Dru","English","book_printbook","","New York : Harper & Row, 1970","","","2019-12-02 00:17"
"1004750514","Missions : how the local church goes global","Andy Johnson; David Cochran Heath; Christianaudio (Firm)","English","audiobook_digital","","Escondido, Calif. : ChristianAudio, ℗2017.","","","2019-12-02 00:16"
"1085348230","The varieties of religious experience : a study in human nature","William James","English","book_digital","","New York : Snova, [2019]","","","2019-12-02 00:14"
"812571631","Sound doctrine : how a church grows in the love and holiness of God","Bobby Jamieson","English","book_printbook","","Wheaton, Ill. : Crossway, ©2013.","","","2019-12-02 00:14"
"868278240","Koran : Selected Suras.","Arthur Jeffery","English","book_digital","","Dover Publications, 2012.","","","2019-12-02 00:14"
"34348761","The cultural significance of the Reformation.","Karl Holl; Wilhelm Pauck","English","book_printbook","","Cleveland : World Pub. Co., [1966, ©1959]","","","2019-12-02 00:13"
"890356385","The Odyssey: A New Verse Translation.","Homer.; Albert Spaulding Cook","English","book_printbook","","Cambridge : Norton, 1967.","","","2019-12-02 00:13"
"913788143","The locust effect : why the end of poverty requires the end of violence","Gary A Haugen; Victor Boutros","English","book_printbook","","New York : Oxford University Press, 2015. ©2014","","","2019-12-02 00:12"
"12592970","John Calvin; the man and his ethics,","Georgia Elma Harkness","English","book_printbook","","New York, Abingdon Press [©1963]","","","2019-12-02 00:12"
"1088527692","LEVIATHAN.","THOMAS HOBBES","English","book_printbook","","[S.l.] : ANCIENT WISDOM PUBLICATIO, 2019.","","","2019-12-02 00:12"
"928763389","The religious history of America","Edwin S Gaustad; Leigh Eric Schmidt","English","book_digital","","New York : HarperOne, 2015.","","","2019-12-02 00:11"
"1091591415","Good News About Injustice.","Gary A Haugen","English","book_printbook","","IVP Books 1999.","","","2019-12-02 00:11"
"525198481","Just courage : God's great expectation for the restless Christian","Gary A Haugen; David Cochran Heath; Christianaudio (Firm)","English","audiobook_digital","","[Escondido, Calif.] : Christianaudio, 2010.","","","2019-12-02 00:11"
"942111342","Artificial Maturity.","Elmore.; Tim.","English","book_printbook","","John Wiley & Sons, 2012.","","","2019-12-02 00:10"
"868194446","Easter faith and history.","Daniel P Fuller","English","book_printbook","","Grand Rapids : Eerdmans, ©1955.","","","2019-12-02 00:10"
"1105234455","My experiments with truth : an autobiography","Gandhi, Mahatma","English","book_printbook","","New Delhi : GenNext Publication, Distribution network, gyanbooks.com 2019.","","","2019-12-02 00:10"
"770596534","God and Stephen Hawking : whose design is it anyway?","John C Lennox;","English","book_printbook","","Oxford : Lion, 2010.","","","2019-12-02 00:08"
"51630915","Religious affections : a Christian's character before God","Jonathan Edwards; J  M Houston","English","book_printbook","","Vancouver : Regent College Pub., 2003.","","","2019-12-02 00:07"
"174257510","Religious affections","Jonathan Edwards; John E Smith","English","book_printbook","","New Haven : Yale Univ. Press, 1987.","","","2019-12-02 00:07"
"1035065440","What does the Bible really teach about homosexuality?.","Kevin De Young; Adam Verner","English","audiobook_digital","","[United States] : Christianaudio.com : Made available through hoopla, 2015.","","","2019-12-02 00:06"
"22895905","Useful quotations; a cyclopedia of quotations prose and poetical selected from the best authors of the world, both ancient and modern, alphabetically arranged by subjects.","Tryon Edwards; C  N Catrevas; Jonathan Edwards; C  A Bender","English","book_printbook","","New York, Grosset & Dunlap [©1936]","","","2019-12-02 00:06"
"859933308","William Tindale, a biography.","R Demaus","English","book_printbook","","London : Religious Tract Society, 1904.","","","2019-12-02 00:05"
"920672207","Discipling : how to help others follow Jesus","Mark Dever","English","book_printbook","","Wheaton, Illinois : Crossway, [2016]","","","2019-12-02 00:05"
"748370826","Doctrine : what Christians should believe","Mark Driscoll; Gerry Breshears","English","book_digital","","Wheaton, Ill. : Crossway, 2010.","","","2019-12-02 00:05"
"1098698529","When helping hurts [how to alleviate poverty without hurting the poor-- and yourself]","Steve Corbett; Brian Fikkert; Danny Campbell; Christianaudio (Firm); OneClick Digital (Firm)","English","audiobook_digital","","[Escondido, Calif.] : [Prince Frederick, Md.] : [Distributed by] OneClick Digital, Christianaudio : 2012, 2010.","","","2019-12-02 00:04"
"1057728808","The origin of species by means of natural selection, or, The preservation of favored races in the struggle for life","Charles Darwin","English","book_printbook","","Las Vegas, Nevada : IAP, [2018] ©2018","","","2019-12-02 00:04"
"71305126","Institutes of the Christian religion","Jean Calvin; John T McNeill; Ford Lewis Battles","English","book_printbook","","Louisville, KY : Westminster John Knox Press, 2006, ©1960.","","","2019-12-02 00:03"
"60055707","The journal of John Wesley","John Wesley; Christopher Idle","English","book_printbook","","Tring : Lion, 1986.","","","2019-12-02 00:03"
"1052044434","The irresistible revolution : living as an ordinary radical","Shane Claiborne","English","book_digital","","Grand Rapids, Michigan : Zondervan, 2016.","","","2019-12-02 00:03"
"1091210054","The Pilgrims Progress.","John Bunyan; Joy Chan","English","book_digital","","Victoria Park, Australia Association for the Blind of W.A. 2012","","","2019-12-02 00:01"
"1100972663","Golden Booklet of the True Christian Life","John Calvin; Henry Van Andel","English","book_digital","","Ada : BakerBooks, 2004.","","","2019-12-02 00:00"
"834180555","Islam : beliefs and observances","Caesar E Farah","English","book_printbook","","Hauppauge, NY Barron's 2003","","","2019-12-02 00:00"
"956396291","Letters and papers from prison","Dietrich Bonhoeffer","English","book_printbook","","London : SCM Press, 2017. ©2017","","","2019-12-01 23:59"
"244320556","The seven deadly sins of legal writing","Theodore L Blumberg","English","book_printbook","","Baltimore, MD : Owlworks, ©2008.","","","2019-12-01 23:59"
"70407918","A compend of the Institutes of the Christian religion","Jean Calvin; Hugh T Kerr","English","book_printbook","","Philadelphia : Westminster, ©1964, 1939.","","","2019-12-01 23:59"
"958349459","Life together","Dietrich Bonhoeffer; Daniel W Bloesch; Geffrey B Kelly; Victoria Barnett","English","book_printbook","","Minneapolis : Fortress Press, [2015]","","","2019-12-01 23:58"
"19289888","Creation and fall : a theological interpretation of Genesis 1-3 ; Temptation","Dietrich Bonhoeffer","English","book_printbook","","[Magnolia, Mass.] : [P. Smith], [1983], ©1959.","","","2019-12-01 23:57"
"224312856","Ethics","Dietrich Bonhoeffer; Eberhard Bethge","English","book_printbook","","London : SCM Press, 1995.","","","2019-12-01 23:57"
"796972005","Dietrich Bonhoeffer : a biography","Eberhard Bethge; Victoria Barnett","English","book_printbook","","Minneapolis : Fortress Press, ©2000.","","","2019-12-01 23:56"
"1037815670","Trusting God.","Jerry Bridges","English","book_digital","","Colorado Springs, CO : NavPress Publishing Group, 2017.","","","2019-12-01 23:56"
"912552462","Reformed dogmatics. Volume 3, Sin and salvation in Christ","Herman Bavinck; John Bolt; John Vriend","English","book_digital","","Grand Rapids, Mich. : Baker Academic, 2006.","","","2019-12-01 23:55"
"1019664183","Reformed Dogmatics : Holy Spirit, Church, and New Creation.","Herman Bavinck; John Bolt; John Vriend","English","book_digital","","Grand Rapids : Baker Academic, 2008.","","","2019-12-01 23:55"
"53880932","How the reformation happened","Hilaire Belloc","English","book_printbook","","[Whitefish, Mont.] : Kessinger, [2003]","","","2019-12-01 23:55"
"931604698","Reformed dogmatics. Volume 1, Prolegomena","Herman Bavinck; John Bolt; John Vriend","English","book_digital","","Grand Rapids, Mich. : Baker Academic, 2003.","","","2019-12-01 23:54"
"965619120","Reformed dogmatics/ Volume 2, God and creation.","Herman Bavinck","English","book_printbook","","Grand Rapids, Michigan : Baker Academic, [2004]","","","2019-12-01 23:54"
"4065682","The word of God and the word of man","Karl Barth","English","book_printbook","","Gloucester, Mass. : P. Smith, 1978, ©1957.","","","2019-12-01 23:53"
"723186429","Dogmatics in outline","Karl Barth","English","book_printbook","","London SCM Press 2001","","","2019-12-01 23:53"
"469794874","God, Grace and Gospel","Karl Barth; James Strathearn McNab","English","book_printbook","","Edinburgh, 1966","","","2019-12-01 23:53"
"1088341647","Come, Holy Spirit : Sermons.","Karl Barth; Eduard Thurneysen","English","book_digital","","Eugene : Wipf and Stock Publishers, 2010.","","","2019-12-01 23:52"
"861537402","Church dogmatics. Vol. 3, The doctrine of creation. Pt. 1, The work of creation","Karl Barth; G  W Bromiley; Thomas F Torrance","English","book_digital","","London : T. & T. Clark International, ©2004.","","","2019-12-01 23:52"
"386408","The Pastoral epistles in the new English Bible","C  K Barrett;","English","book_printbook","","Oxford : Clarendon Press, 1963.","","","2019-12-01 23:51"
"77123664","The student's Oxford Aristotle","Aristotle.; W  D Ross","English","book_mic","","London ; New York : Oxford University Press, 1942.","","","2019-12-01 23:50"
"2996000","The confessions of St. Augustine, Bishop of Hippo","Augustine, of Hippo  Saint; E  B Pusey","English","book_printbook","","New York : Dutton, 1951.","","","2019-12-01 23:49"
"862852282","Poor economics : [a radical rethinking of the way to fight global poverty]","Abhijit V Banerjee; Esther Duflo; Brian Holsopple; HighBridge Audio (Firm)","English","audiobook_digital","","[Minneapolis, MN] : HighBridge, 2012.","","","2019-12-01 23:47"
"1019803084","Aesop's fables","Aesop; Marcus Sedgwick","English","book_largeprint","","New York : Magnum Easy Eye Books/Lancer Books, 1968.","","","2019-12-01 23:46"
"315673274","How to read a book : the art of getting a liberal education","Mortimer J Adler; Charles Van Doren","English","book_printbook","","New York : Simon & Schuster, [2006?]","","","2019-12-01 23:45"
"976448535","Theological wordbook of the Old Testament","R  Laird Harris; Gleason L Archer, Jr.; Bruce K Waltke;","English","book_printbook","","Chicago : Moody Press, c[2004]","","","2019-12-01 23:44"
